Accession	Unclassified	Classified	TotalCount	Accession	Unclassified	Classified	TotalCount	Accession	Unclassified	Classified	TotalCount	Accession	Unclassified	Classified	TotalCount	Accession	Unclassified	Classified	TotalCount	Accession	Unclassified	Classified	TotalCount	Accession	Unclassified	Classified	TotalCount	Accession	Unclassified	Classified	TotalCount	Accession	Unclassified	Classified	TotalCount	Accession	Unclassified	Classified	TotalCount
family-unclassified_V6V9_BLCA_out_identity100_cov1.00	2248	19	2267	family-unclassified_V6V9_BLCA_out_identity100_cov1.00	2268	9	2277	family-unclassified_V6V9_BLCA_out_identity100_cov1.00	2256	9	2265	family-unclassified_V6V9_BLCA_out_identity100_cov1.00	2231	10	2241	family-unclassified_V6V9_BLCA_out_identity100_cov1.00	2225	6	2231	family-unclassified_V6V9_BLCA_out_identity100_cov1.00	2306	13	2319	family-unclassified_V6V9_BLCA_out_identity100_cov1.00	2225	7	2232	family-unclassified_V6V9_BLCA_out_identity100_cov1.00	2248	10	2258	family-unclassified_V6V9_BLCA_out_identity100_cov1.00	2187	16	2203	family-unclassified_V6V9_BLCA_out_identity100_cov1.00	2257	12	2269
family-unclassified_V6V9_BLCA_out_identity90_cov0.85	974	1293	2267	family-unclassified_V6V9_BLCA_out_identity90_cov0.85	941	1336	2277	family-unclassified_V6V9_BLCA_out_identity90_cov0.85	994	1271	2265	family-unclassified_V6V9_BLCA_out_identity90_cov0.85	1025	1216	2241	family-unclassified_V6V9_BLCA_out_identity90_cov0.85	933	1298	2231	family-unclassified_V6V9_BLCA_out_identity90_cov0.85	969	1350	2319	family-unclassified_V6V9_BLCA_out_identity90_cov0.85	987	1245	2232	family-unclassified_V6V9_BLCA_out_identity90_cov0.85	962	1296	2258	family-unclassified_V6V9_BLCA_out_identity90_cov0.85	980	1223	2203	family-unclassified_V6V9_BLCA_out_identity90_cov0.85	1013	1256	2269
family-unclassified_V6V9_BLCA_out_identity90_cov0.90	1085	1182	2267	family-unclassified_V6V9_BLCA_out_identity90_cov0.90	1039	1238	2277	family-unclassified_V6V9_BLCA_out_identity90_cov0.90	1089	1176	2265	family-unclassified_V6V9_BLCA_out_identity90_cov0.90	1108	1133	2241	family-unclassified_V6V9_BLCA_out_identity90_cov0.90	1032	1199	2231	family-unclassified_V6V9_BLCA_out_identity90_cov0.90	1069	1250	2319	family-unclassified_V6V9_BLCA_out_identity90_cov0.90	1074	1158	2232	family-unclassified_V6V9_BLCA_out_identity90_cov0.90	1055	1203	2258	family-unclassified_V6V9_BLCA_out_identity90_cov0.90	1070	1133	2203	family-unclassified_V6V9_BLCA_out_identity90_cov0.90	1107	1162	2269
family-unclassified_V6V9_BLCA_out_identity90_cov0.95	1159	1108	2267	family-unclassified_V6V9_BLCA_out_identity90_cov0.95	1116	1161	2277	family-unclassified_V6V9_BLCA_out_identity90_cov0.95	1165	1100	2265	family-unclassified_V6V9_BLCA_out_identity90_cov0.95	1185	1056	2241	family-unclassified_V6V9_BLCA_out_identity90_cov0.95	1112	1119	2231	family-unclassified_V6V9_BLCA_out_identity90_cov0.95	1141	1178	2319	family-unclassified_V6V9_BLCA_out_identity90_cov0.95	1150	1082	2232	family-unclassified_V6V9_BLCA_out_identity90_cov0.95	1131	1127	2258	family-unclassified_V6V9_BLCA_out_identity90_cov0.95	1137	1066	2203	family-unclassified_V6V9_BLCA_out_identity90_cov0.95	1187	1082	2269
family-unclassified_V6V9_BLCA_out_identity95_cov0.95	1824	443	2267	family-unclassified_V6V9_BLCA_out_identity95_cov0.95	1793	484	2277	family-unclassified_V6V9_BLCA_out_identity95_cov0.95	1846	419	2265	family-unclassified_V6V9_BLCA_out_identity95_cov0.95	1849	392	2241	family-unclassified_V6V9_BLCA_out_identity95_cov0.95	1779	452	2231	family-unclassified_V6V9_BLCA_out_identity95_cov0.95	1831	488	2319	family-unclassified_V6V9_BLCA_out_identity95_cov0.95	1782	450	2232	family-unclassified_V6V9_BLCA_out_identity95_cov0.95	1796	462	2258	family-unclassified_V6V9_BLCA_out_identity95_cov0.95	1768	435	2203	family-unclassified_V6V9_BLCA_out_identity95_cov0.95	1859	410	2269
family-unclassified_V6V9_BLCA_out_identity97_cov0.95	2037	230	2267	family-unclassified_V6V9_BLCA_out_identity97_cov0.95	1999	278	2277	family-unclassified_V6V9_BLCA_out_identity97_cov0.95	2033	232	2265	family-unclassified_V6V9_BLCA_out_identity97_cov0.95	2021	220	2241	family-unclassified_V6V9_BLCA_out_identity97_cov0.95	1988	243	2231	family-unclassified_V6V9_BLCA_out_identity97_cov0.95	2059	260	2319	family-unclassified_V6V9_BLCA_out_identity97_cov0.95	1990	242	2232	family-unclassified_V6V9_BLCA_out_identity97_cov0.95	2001	257	2258	family-unclassified_V6V9_BLCA_out_identity97_cov0.95	1958	245	2203	family-unclassified_V6V9_BLCA_out_identity97_cov0.95	2050	219	2269
family-unclassified_V6V9_BLCA_out_identity97_cov0.97	2045	222	2267	family-unclassified_V6V9_BLCA_out_identity97_cov0.97	2011	266	2277	family-unclassified_V6V9_BLCA_out_identity97_cov0.97	2048	217	2265	family-unclassified_V6V9_BLCA_out_identity97_cov0.97	2028	213	2241	family-unclassified_V6V9_BLCA_out_identity97_cov0.97	1999	232	2231	family-unclassified_V6V9_BLCA_out_identity97_cov0.97	2066	253	2319	family-unclassified_V6V9_BLCA_out_identity97_cov0.97	2000	232	2232	family-unclassified_V6V9_BLCA_out_identity97_cov0.97	2012	246	2258	family-unclassified_V6V9_BLCA_out_identity97_cov0.97	1964	239	2203	family-unclassified_V6V9_BLCA_out_identity97_cov0.97	2062	207	2269
family-unclassified_V6V9_BLCA_out_identity97_cov0.99	2053	214	2267	family-unclassified_V6V9_BLCA_out_identity97_cov0.99	2026	251	2277	family-unclassified_V6V9_BLCA_out_identity97_cov0.99	2060	205	2265	family-unclassified_V6V9_BLCA_out_identity97_cov0.99	2038	203	2241	family-unclassified_V6V9_BLCA_out_identity97_cov0.99	2009	222	2231	family-unclassified_V6V9_BLCA_out_identity97_cov0.99	2072	247	2319	family-unclassified_V6V9_BLCA_out_identity97_cov0.99	2009	223	2232	family-unclassified_V6V9_BLCA_out_identity97_cov0.99	2028	230	2258	family-unclassified_V6V9_BLCA_out_identity97_cov0.99	1973	230	2203	family-unclassified_V6V9_BLCA_out_identity97_cov0.99	2069	200	2269
family-unclassified_V6V9_BLCA_out_identity98_cov0.98	2093	174	2267	family-unclassified_V6V9_BLCA_out_identity98_cov0.98	2079	198	2277	family-unclassified_V6V9_BLCA_out_identity98_cov0.98	2103	162	2265	family-unclassified_V6V9_BLCA_out_identity98_cov0.98	2087	154	2241	family-unclassified_V6V9_BLCA_out_identity98_cov0.98	2055	176	2231	family-unclassified_V6V9_BLCA_out_identity98_cov0.98	2125	194	2319	family-unclassified_V6V9_BLCA_out_identity98_cov0.98	2062	170	2232	family-unclassified_V6V9_BLCA_out_identity98_cov0.98	2080	178	2258	family-unclassified_V6V9_BLCA_out_identity98_cov0.98	2043	160	2203	family-unclassified_V6V9_BLCA_out_identity98_cov0.98	2119	150	2269
family-unclassified_V6V9_BLCA_out_identity99_cov0.99	2173	94	2267	family-unclassified_V6V9_BLCA_out_identity99_cov0.99	2176	101	2277	family-unclassified_V6V9_BLCA_out_identity99_cov0.99	2179	86	2265	family-unclassified_V6V9_BLCA_out_identity99_cov0.99	2150	91	2241	family-unclassified_V6V9_BLCA_out_identity99_cov0.99	2137	94	2231	family-unclassified_V6V9_BLCA_out_identity99_cov0.99	2216	103	2319	family-unclassified_V6V9_BLCA_out_identity99_cov0.99	2150	82	2232	family-unclassified_V6V9_BLCA_out_identity99_cov0.99	2160	98	2258	family-unclassified_V6V9_BLCA_out_identity99_cov0.99	2118	85	2203	family-unclassified_V6V9_BLCA_out_identity99_cov0.99	2188	81	2269
