Accession	Unclassified	Classified	TotalCount	Accession	Unclassified	Classified	TotalCount	Accession	Unclassified	Classified	TotalCount	Accession	Unclassified	Classified	TotalCount	Accession	Unclassified	Classified	TotalCount	Accession	Unclassified	Classified	TotalCount	Accession	Unclassified	Classified	TotalCount	Accession	Unclassified	Classified	TotalCount	Accession	Unclassified	Classified	TotalCount	Accession	Unclassified	Classified	TotalCount
family-unclassified_MinLen_V6V9_BLCA_out_identity100_cov1.00	2237	30	2267	family-unclassified_MinLen_V6V9_BLCA_out_identity100_cov1.00	2247	30	2277	family-unclassified_MinLen_V6V9_BLCA_out_identity100_cov1.00	2224	41	2265	family-unclassified_MinLen_V6V9_BLCA_out_identity100_cov1.00	2212	29	2241	family-unclassified_MinLen_V6V9_BLCA_out_identity100_cov1.00	2207	24	2231	family-unclassified_MinLen_V6V9_BLCA_out_identity100_cov1.00	2285	34	2319	family-unclassified_MinLen_V6V9_BLCA_out_identity100_cov1.00	2203	29	2232	family-unclassified_MinLen_V6V9_BLCA_out_identity100_cov1.00	2224	34	2258	family-unclassified_MinLen_V6V9_BLCA_out_identity100_cov1.00	2170	33	2203	family-unclassified_MinLen_V6V9_BLCA_out_identity100_cov1.00	2239	30	2269
family-unclassified_MinLen_V6V9_BLCA_out_identity90_cov0.85	986	1281	2267	family-unclassified_MinLen_V6V9_BLCA_out_identity90_cov0.85	950	1327	2277	family-unclassified_MinLen_V6V9_BLCA_out_identity90_cov0.85	997	1268	2265	family-unclassified_MinLen_V6V9_BLCA_out_identity90_cov0.85	1022	1219	2241	family-unclassified_MinLen_V6V9_BLCA_out_identity90_cov0.85	957	1274	2231	family-unclassified_MinLen_V6V9_BLCA_out_identity90_cov0.85	958	1361	2319	family-unclassified_MinLen_V6V9_BLCA_out_identity90_cov0.85	966	1266	2232	family-unclassified_MinLen_V6V9_BLCA_out_identity90_cov0.85	970	1288	2258	family-unclassified_MinLen_V6V9_BLCA_out_identity90_cov0.85	983	1220	2203	family-unclassified_MinLen_V6V9_BLCA_out_identity90_cov0.85	1014	1255	2269
family-unclassified_MinLen_V6V9_BLCA_out_identity90_cov0.90	1102	1165	2267	family-unclassified_MinLen_V6V9_BLCA_out_identity90_cov0.90	1052	1225	2277	family-unclassified_MinLen_V6V9_BLCA_out_identity90_cov0.90	1114	1151	2265	family-unclassified_MinLen_V6V9_BLCA_out_identity90_cov0.90	1133	1108	2241	family-unclassified_MinLen_V6V9_BLCA_out_identity90_cov0.90	1073	1158	2231	family-unclassified_MinLen_V6V9_BLCA_out_identity90_cov0.90	1073	1246	2319	family-unclassified_MinLen_V6V9_BLCA_out_identity90_cov0.90	1073	1159	2232	family-unclassified_MinLen_V6V9_BLCA_out_identity90_cov0.90	1073	1185	2258	family-unclassified_MinLen_V6V9_BLCA_out_identity90_cov0.90	1091	1112	2203	family-unclassified_MinLen_V6V9_BLCA_out_identity90_cov0.90	1131	1138	2269
family-unclassified_MinLen_V6V9_BLCA_out_identity90_cov0.95	1164	1103	2267	family-unclassified_MinLen_V6V9_BLCA_out_identity90_cov0.95	1123	1154	2277	family-unclassified_MinLen_V6V9_BLCA_out_identity90_cov0.95	1196	1069	2265	family-unclassified_MinLen_V6V9_BLCA_out_identity90_cov0.95	1191	1050	2241	family-unclassified_MinLen_V6V9_BLCA_out_identity90_cov0.95	1135	1096	2231	family-unclassified_MinLen_V6V9_BLCA_out_identity90_cov0.95	1147	1172	2319	family-unclassified_MinLen_V6V9_BLCA_out_identity90_cov0.95	1133	1099	2232	family-unclassified_MinLen_V6V9_BLCA_out_identity90_cov0.95	1160	1098	2258	family-unclassified_MinLen_V6V9_BLCA_out_identity90_cov0.95	1142	1061	2203	family-unclassified_MinLen_V6V9_BLCA_out_identity90_cov0.95	1203	1066	2269
family-unclassified_MinLen_V6V9_BLCA_out_identity95_cov0.95	1770	497	2267	family-unclassified_MinLen_V6V9_BLCA_out_identity95_cov0.95	1727	550	2277	family-unclassified_MinLen_V6V9_BLCA_out_identity95_cov0.95	1772	493	2265	family-unclassified_MinLen_V6V9_BLCA_out_identity95_cov0.95	1791	450	2241	family-unclassified_MinLen_V6V9_BLCA_out_identity95_cov0.95	1721	510	2231	family-unclassified_MinLen_V6V9_BLCA_out_identity95_cov0.95	1779	540	2319	family-unclassified_MinLen_V6V9_BLCA_out_identity95_cov0.95	1723	509	2232	family-unclassified_MinLen_V6V9_BLCA_out_identity95_cov0.95	1734	524	2258	family-unclassified_MinLen_V6V9_BLCA_out_identity95_cov0.95	1707	496	2203	family-unclassified_MinLen_V6V9_BLCA_out_identity95_cov0.95	1771	498	2269
family-unclassified_MinLen_V6V9_BLCA_out_identity97_cov0.95	1973	294	2267	family-unclassified_MinLen_V6V9_BLCA_out_identity97_cov0.95	1950	327	2277	family-unclassified_MinLen_V6V9_BLCA_out_identity97_cov0.95	1983	282	2265	family-unclassified_MinLen_V6V9_BLCA_out_identity97_cov0.95	1980	261	2241	family-unclassified_MinLen_V6V9_BLCA_out_identity97_cov0.95	1923	308	2231	family-unclassified_MinLen_V6V9_BLCA_out_identity97_cov0.95	2004	315	2319	family-unclassified_MinLen_V6V9_BLCA_out_identity97_cov0.95	1937	295	2232	family-unclassified_MinLen_V6V9_BLCA_out_identity97_cov0.95	1944	314	2258	family-unclassified_MinLen_V6V9_BLCA_out_identity97_cov0.95	1908	295	2203	family-unclassified_MinLen_V6V9_BLCA_out_identity97_cov0.95	2002	267	2269
family-unclassified_MinLen_V6V9_BLCA_out_identity97_cov0.97	1976	291	2267	family-unclassified_MinLen_V6V9_BLCA_out_identity97_cov0.97	1953	324	2277	family-unclassified_MinLen_V6V9_BLCA_out_identity97_cov0.97	1989	276	2265	family-unclassified_MinLen_V6V9_BLCA_out_identity97_cov0.97	1987	254	2241	family-unclassified_MinLen_V6V9_BLCA_out_identity97_cov0.97	1927	304	2231	family-unclassified_MinLen_V6V9_BLCA_out_identity97_cov0.97	2011	308	2319	family-unclassified_MinLen_V6V9_BLCA_out_identity97_cov0.97	1944	288	2232	family-unclassified_MinLen_V6V9_BLCA_out_identity97_cov0.97	1949	309	2258	family-unclassified_MinLen_V6V9_BLCA_out_identity97_cov0.97	1912	291	2203	family-unclassified_MinLen_V6V9_BLCA_out_identity97_cov0.97	2005	264	2269
family-unclassified_MinLen_V6V9_BLCA_out_identity97_cov0.99	1984	283	2267	family-unclassified_MinLen_V6V9_BLCA_out_identity97_cov0.99	1959	318	2277	family-unclassified_MinLen_V6V9_BLCA_out_identity97_cov0.99	1998	267	2265	family-unclassified_MinLen_V6V9_BLCA_out_identity97_cov0.99	1993	248	2241	family-unclassified_MinLen_V6V9_BLCA_out_identity97_cov0.99	1939	292	2231	family-unclassified_MinLen_V6V9_BLCA_out_identity97_cov0.99	2014	305	2319	family-unclassified_MinLen_V6V9_BLCA_out_identity97_cov0.99	1949	283	2232	family-unclassified_MinLen_V6V9_BLCA_out_identity97_cov0.99	1954	304	2258	family-unclassified_MinLen_V6V9_BLCA_out_identity97_cov0.99	1917	286	2203	family-unclassified_MinLen_V6V9_BLCA_out_identity97_cov0.99	2009	260	2269
family-unclassified_MinLen_V6V9_BLCA_out_identity98_cov0.98	2037	230	2267	family-unclassified_MinLen_V6V9_BLCA_out_identity98_cov0.98	2034	243	2277	family-unclassified_MinLen_V6V9_BLCA_out_identity98_cov0.98	2051	214	2265	family-unclassified_MinLen_V6V9_BLCA_out_identity98_cov0.98	2059	182	2241	family-unclassified_MinLen_V6V9_BLCA_out_identity98_cov0.98	2014	217	2231	family-unclassified_MinLen_V6V9_BLCA_out_identity98_cov0.98	2083	236	2319	family-unclassified_MinLen_V6V9_BLCA_out_identity98_cov0.98	2005	227	2232	family-unclassified_MinLen_V6V9_BLCA_out_identity98_cov0.98	2025	233	2258	family-unclassified_MinLen_V6V9_BLCA_out_identity98_cov0.98	1991	212	2203	family-unclassified_MinLen_V6V9_BLCA_out_identity98_cov0.98	2079	190	2269
family-unclassified_MinLen_V6V9_BLCA_out_identity99_cov0.99	2123	144	2267	family-unclassified_MinLen_V6V9_BLCA_out_identity99_cov0.99	2112	165	2277	family-unclassified_MinLen_V6V9_BLCA_out_identity99_cov0.99	2122	143	2265	family-unclassified_MinLen_V6V9_BLCA_out_identity99_cov0.99	2120	121	2241	family-unclassified_MinLen_V6V9_BLCA_out_identity99_cov0.99	2083	148	2231	family-unclassified_MinLen_V6V9_BLCA_out_identity99_cov0.99	2161	158	2319	family-unclassified_MinLen_V6V9_BLCA_out_identity99_cov0.99	2088	144	2232	family-unclassified_MinLen_V6V9_BLCA_out_identity99_cov0.99	2114	144	2258	family-unclassified_MinLen_V6V9_BLCA_out_identity99_cov0.99	2066	137	2203	family-unclassified_MinLen_V6V9_BLCA_out_identity99_cov0.99	2136	133	2269
